NAME	GENE	SCORE	X	Y	ATAN2	cluster
YEL009C	GCN4	0.453	-0.57	0.818
YFR045W	YFR045W	0.453	0.743	0.668
YKL018W	YKL018W	0.453	0.902	0.43
YLR026C	SED5	0.453	-0.86	0.509
YLR367W	RPS24B	0.453	-0.97	-0.24
YLR392C	YLR392C	0.453	0.613	0.79
YNL028W	YNL028W	0.453	-0.99	0.116
YOL029C	YOL029C	0.453	0	1
YDR426C	YDR426C	0.452	-0.35	0.935
YKL114C	APN1	0.452	0.544	-0.84
YMR192W	YMR192W	0.452	-0.86	0.508
YPL063W	YPL063W	0.452	0.944	0.334
YCL052C	PBN1	0.451	0.589	0.809
YDR088C	SLU7	0.451	-0.08	-0.99
YDR446W	ECM11	0.451	-0.08	-0.99
YGR242W	YGR242W	0.451	-0.28	0.957
YJL103C	YJL103C	0.451	-0.42	0.909
YMR268C	PRP24	0.451	-0.88	-0.46
YAL017W	FUN31	0.45	-1	-0.04
YBR058C	UBP14	0.45	0.866	0.5
YFL016C	MDJ1	0.45	0.715	0.7
YFL058W	THI5	0.45	0.006	-1
YHL038C	CBP2	0.45	1	0
YKL212W	SAC1	0.45	0.657	-0.75
YLR158C	ASP3	0.45	-1	0.024
YNL092W	YNL092W	0.45	-0.6	-0.8
YPL027W	YPL027W	0.45	-0.06	-1
YEL034W	HYP2	0.449	0.554	0.832
YGR265W	YGR265W	0.449	1	0
YIR041W	YIR041W	0.449	0.957	0.293
YJL036W	YJL036W	0.449	-0.2	-0.97
YLL044W	YLL044W	0.449	0.928	0.374
YMR197C	VTI1	0.449	0.356	0.935
YDL051W	YLA1	0.448	0.256	0.966
YGR283C	YGR283C	0.448	-0.33	0.944
YIL124W	YIL124W	0.448	1	-0.02
YJR082C	YJR082C	0.448	-0.91	0.404
YDR288W	YDR288W	0.447	0.988	0.163
YER108C	FLO8	0.447	-0.91	-0.4
YER144C	UBP5	0.447	-0.49	-0.87
YER153C	PET122	0.447	0.859	-0.51
YGL002W	YGL002W	0.447	-0.49	-0.87
YJL080C	SCP160	0.447	-0.98	-0.17
YKR018C	YKR018C	0.447	0.557	0.832
YOR278W	HEM4	0.447	-0.98	0.183
YPL123C	YPL123C	0.447	-0.67	0.742
YPR011C	YPR011C	0.447	0.011	1
YBR226C	YBR226C	0.446	0.984	0.183
YDL146W	YDL146W	0.446	-0.29	0.957
YDR209C	YDR209C	0.446	-0.96	0.271
YFL022C	FRS2	0.445	0.984	0.188
YGL169W	SUA5	0.445	-0.02	1
YIR013C	YIR013C	0.445	0.391	-0.92
YKL203C	TOR2	0.445	0.507	0.862
YPL191C	YPL191C	0.445	-0.15	-0.98
YPR070W	YPR070W	0.445	-0.22	0.975
YDL049C	KNH1	0.444	0.704	0.709
YDR386W	YDR386W	0.444	-0.27	0.963
YGL074C	YGL074C	0.444	-0.99	0.144
YGR266W	YGR266W	0.444	-0.18	0.984
YHR090C	YHR090C	0.444	-0.9	0.436
YNR031C	SSK2	0.444	-0.83	0.556
YPL029W	SUV3	0.444	-0.81	0.585
YBR034C	HMT1	0.443	-0.36	0.934
YDL228C	YDL228C	0.443	0.975	-0.22
YJL093C	TOK1	0.443	-0.92	-0.38
YJL148W	RPA34	0.443	-0.4	0.914
YBL011W	SCT1	0.442	-0.9	-0.42
YBR021W	FUR4	0.442	-0.74	0.667
YML010W	SPT5	0.442	0.357	0.934
YAL069W	YAL069W	0.441	0.92	0.392
YBL109W	YBL109W	0.441	1	0.006
YBR035C	PDX3	0.441	-0.83	0.544
YBR075W	YBR075W	0.441	0.761	0.65
YBR120C	CBP6	0.441	-0.99	-0.06
YDR506C	YDR506C	0.441	-0.13	0.99
YGL004C	YGL004C	0.441	0.092	-0.99
YJL052W	TDH1	0.441	0.081	0.997
YKL202W	YKL202W	0.441	-0.99	0.07
YPR048W	YPR048W	0.441	-0.52	0.854
YHR056C	YHR056C	0.44	-0.59	0.809
YIL152W	YIL152W	0.44	-0.93	-0.36
YJL028W	YJL028W	0.44	0.05	-1
YKR083C	YKR083C	0.44	0.711	-0.7
YLR393W	ATP10	0.44	-0.43	0.902
YOR358W	HAP5	0.44	0.972	0.236
YAL009W	SPO7	0.439	-0.06	0.997
YBR225W	YBR225W	0.439	0.507	0.863
YDL057W	YDL057W	0.439	0.949	-0.31
YDR392W	SPT3	0.439	0.79	0.615
YDR525W	YDR525W	0.439	0.968	-0.25
YGR032W	GSC2	0.439	-0.75	-0.66
YOL103W	ITR2	0.439	0.605	-0.79
YGR135W	PRE9	0.438	0.824	0.568
YJR106W	ECM27	0.438	0.931	-0.36
YKL110C	KTI12	0.438	0.353	0.936
YLR228C	ECM22	0.438	-0.68	-0.73
YOR139C	YOR139C	0.438	-0.63	0.771
YPL137C	YPL137C	0.438	0.23	0.974
YAR050W	FLO1	0.437	0.093	0.997
YGL054C	YGL054C	0.437	-0.77	0.631
YGR163W	YGR163W	0.437	-0.98	0.189
YLL049W	YLL049W	0.437	0.965	0.263
YMR087W	YMR087W	0.437	0.276	-0.96
YAL045C	YAL045C	0.436	0.931	0.366
YCR003W	MRPL32	0.436	-0.84	0.529
YDR466W	YDR466W	0.436	-0.5	0.864
YLR335W	NUP2	0.436	-0.94	0.344
YOL021C	DIS3	0.436	-0.13	0.99
YPL048W	CAM1	0.436	-0.96	0.272
YDL241W	YDL241W	0.435	0.245	0.97
YGL241W	YGL241W	0.435	0.625	-0.78
YGR087C	PDC6	0.435	-0.18	0.983
YKL010C	UFD4	0.435	-0.06	0.997
YPR016C	CDC95	0.435	0.737	0.675
YBL038W	MRPL16	0.434	-0.99	0.14
YDL195W	SEC31	0.434	0.559	-0.82
YDR245W	MNN10	0.434	-0.85	0.525
YDR474C	YDR474C	0.434	-0.11	0.995
YGR248W	SOL4	0.434	0.967	-0.25
YPR040W	YPR040W	0.434	-0.62	-0.78
YGL073W	HSF1	0.433	-0.99	0.117
YHL024W	YHL024W	0.433	-0.99	0.127
YMR323W	YMR323W	0.433	0.676	0.736
YPL117C	IDI1	0.433	0.988	-0.16
YBR051W	YBR051W	0.432	0.104	-0.99
YEL013W	YEL013W	0.432	0.215	0.976
YER123W	YCK3	0.432	-0.62	0.782
YHR129C	ARP1	0.432	-0.83	-0.55
YJL042W	MHP1	0.432	0.37	0.93
YLR279W	YLR279W	0.432	0.888	-0.46
YML077W	YML077W	0.432	-0.99	0.104
YOR007C	YOR007C	0.432	0.888	-0.46
YOR371C	YOR371C	0.432	-0.92	0.379
YPL202C	YPL202C	0.432	-0.78	0.62
YPR085C	YPR085C	0.432	-0.83	0.555
YDL132W	CDC53	0.431	-0.51	0.86
YDR021W	FAL1	0.431	-0.53	0.846
YDR070C	YDR070C	0.431	0.96	0.283
YDR456W	NHX1	0.431	0.874	-0.48
YGR241C	YAP1802	0.431	-0.3	0.953
YHR107C	CDC12	0.431	-0.97	-0.23
YIR037W	HYR1	0.431	0.232	-0.97
YJR078W	YJR078W	0.431	0.587	-0.81
YLR223C	IFH1	0.431	-0.99	-0.09
YOL084W	YOL084W	0.431	0.315	-0.95
YPR082C	YPR082C	0.431	-0.85	0.515
YEL071W	YEL071W	0.43	0.037	-1
YGR033C	YGR033C	0.43	-1	0.023
YJR021C	REC107	0.43	-0.93	-0.37
YLR091W	YLR091W	0.43	-1	0.006
YMR266W	YMR266W	0.43	-0.86	-0.51
YNL163C	YNL163C	0.43	-0.69	0.718
YNL195C	YNL195C	0.43	0.039	-1
YNR071C	YNR071C	0.43	-0.58	-0.81
YPL140C	MKK2	0.43	-1	0.044
YMR306C-A	YMR306C-A	0.4291	-0.99	0
YFR049W	YMR31	0.429	0.995	-0.11
YKL176C	YKL176C	0.429	-0.39	0.918
YKR025W	YKR025W	0.429	-0.39	0.918
YLR328W	YLR328W	0.429	-0.69	0.715
YNL041C	YNL041C	0.429	-0.88	0.466
YOL157C	YOL157C	0.429	0.666	-0.74
YOR182C	RPS30B	0.429	-0.97	0.207
YBL010C	YBL010C	0.428	0.415	-0.91
YBR146W	MRPS9	0.428	1	0
YDR026C	YDR026C	0.428	-0.02	1
YGR271W	YGR271W	0.428	0.142	0.99
YLR051C	YLR051C	0.428	0.96	-0.28
YLR203C	MSS51	0.428	0.988	0.158
YPL003W	YPL003W	0.428	0.598	0.801
YPR189W	SKI3	0.428	-0.53	0.843
YER109C	FLO8	0.427	-0.93	-0.35
YFR004W	MPR1	0.427	0.081	0.997
YLR260W	LCB5	0.427	-0.93	-0.35
YOR013W	YOR013W	0.427	-0.84	-0.53
YOR068C	YOR068C	0.427	-0.91	0.407
YPL159C	YPL159C	0.427	-0.98	-0.18
YER151C	UBP3	0.426	0.274	-0.96
YCR022C	YCR022C	0.425	0.71	-0.7
YDL137W	ARF2	0.425	0.437	0.901
YDR393W	YDR393W	0.425	-0.8	0.602
YGL010W	YGL010W	0.425	-0.21	0.978
YGL189C	RPS26A	0.425	-0.91	-0.4
YLR198C	YLR198C	0.425	0.202	0.981
YLR432W	YLR432W	0.425	-0.02	1
YNR041C	COQ2	0.425	0.945	-0.32
YCR014C	POL4	0.424	-0.82	0.566
YCR020C-A	MAK31	0.424	-0.23	0.974
YGL014W	YGL014W	0.424	-0.89	0.445
YHR212C	YHR212C	0.424	0.445	-0.89
YMR170C	ALD2	0.424	-0.44	-0.89
YOR148C	SPP2	0.424	0.148	-0.99
YPR012W	YPR012W	0.424	0.507	0.863
YBL088C	TEL1	0.423	-0.26	0.966
YBR276C	YBR276C	0.423	0.77	-0.63
YGL042C	YGL042C	0.423	0.685	0.728
YGL131C	YGL131C	0.423	-0.47	0.881
YMR138W	CIN4	0.423	0.598	0.801
YOR299W	BUD7	0.423	-0.3	0.952
YIL014W	YIL014W	0.422	0.063	1
YMR206W	YMR206W	0.422	0.481	-0.87
YPR166C	MRP2	0.422	-0.97	-0.23
YAL066W	YAL066W	0.421	1	0.016
YDL134C	PPH21	0.421	0.505	0.864
YGR159C	NSR1	0.421	-0.35	0.935
YHR189W	YHR189W	0.421	1	0.061
YJR129C	YJR129C	0.421	-0.04	1
YKR096W	YKR096W	0.421	0.228	-0.97
YMR005W	MPT1	0.421	0.821	-0.57
YNL065W	YNL065W	0.421	-0.52	-0.85
YNR043W	MVD1	0.421	0.812	0.586
YOR319W	HSH49	0.421	1	0.021
YER081W	YER081W	0.42	-0.04	-1
YJR141W	YJR141W	0.42	0.054	-1
YAL064W	FLO9	0.419	0.21	-0.97
YGL007W	YGL007W	0.419	-0.88	0.472
YHL034C	SBP1	0.419	-0.21	-0.97
YIL110W	YIL110W	0.419	-0.85	0.513
YJL021C	YJL021C	0.419	-0.57	0.821
YNL298W	CLA4	0.419	0.389	0.923
YPL164C	YPL164C	0.419	-0.97	-0.21
YBR102C	YBR102C	0.418	-0.11	0.992
YGR165W	YGR165W	0.418	0.988	-0.16
YIL077C	YIL077C	0.418	0.299	0.954
YNL241C	ZWF1	0.418	-0.95	0.291
YOR046C	DBP5	0.418	0.165	0.988
YDL121C	YDL121C	0.417	-0.45	0.892
YFL010C	YFL010C	0.417	-0.69	-0.71
YGL110C	YGL110C	0.417	-0.16	0.988
YHL013C	YHL013C	0.417	0.88	-0.47
YLR125W	YLR125W	0.417	0.892	0.453
YMR081C	ISF1	0.417	-0.93	-0.35
YBL034C	STU1	0.416	-0.4	-0.91
YCR032W	BPH1	0.416	0.281	-0.96
YDR152W	YDR152W	0.416	-0.38	0.925
YBR208C	"DUR1,2"	0.415	0.978	-0.21
YDL204W	YDL204W	0.415	-0.89	-0.45
YDL234C	GYP7	0.415	-0.38	0.922
YER046W	YER046W	0.415	0.739	-0.67
YOR142W	YOR142W	0.415	-0.89	0.453
YOR190W	SPR1	0.415	0.168	-0.98
YPL097W	MSY1	0.415	0.742	0.672
YDR326C	YDR326C	0.414	-0.65	0.76
YGR096W	YGR096W	0.414	1	0.045
YIL099W	SGA1	0.414	0.263	-0.96
YKL051W	YKL051W	0.414	-0.67	0.736
YLL029W	YLL029W	0.414	-0.31	0.951
YLL043W	FPS1	0.414	-0.96	0.258
YOR183W	YOR183W	0.414	-0.96	0.258
YJL032W	YJL032W	0.413	-0.99	0.123
YJR138W	YJR138W	0.413	-0.99	-0.12
YKL189W	HYM1	0.413	0.99	-0.14
YMR089C	YTA12	0.413	0.847	-0.53
YPL204W	HRR25	0.413	0.927	0.377
YMR325W	YMR325W	0.4123	-0.99	-0.06
YDR534C	YDR534C	0.412	0.723	0.691
YGL078C	DBP3	0.412	-0.63	0.776
YKL013C	ARC19	0.412	-0.99	0.101
YLR016C	YLR016C	0.412	-0.92	-0.38
YLR284C	EHD1	0.412	0.876	-0.48
YMR276W	DSK2	0.412	-0.99	0.099
YNL223W	YNL223W	0.412	0.912	-0.41
YOL116W	MSN1	0.412	-0.72	0.686
YOL135C	MED7	0.412	-0.99	0.111
YBL070C	YBL070C	0.411	-0.94	-0.31
YCRX18C	YCRX18C	0.411	-0.99	-0.09
YDR058C	TGL2	0.411	0.603	0.798
YGR200C	YGR200C	0.411	0.525	0.851
YIL165C	YIL165C	0.411	0.992	-0.12
YJL064W	YJL064W	0.411	-0.41	0.912
YMR312W	YMR312W	0.411	-0.53	0.846
YNL110C	YNL110C	0.411	-0.04	1
YNL155W	YNL155W	0.411	-0.17	0.987
YPL067C	YPL067C	0.411	-0.99	-0.09
YDL012C	YDL012C	0.41	0.051	1
YDR195W	REF2	0.41	1	0.06
YHR162W	YHR162W	0.41	-1	0.002
YLR287C-A	RPS30A	0.41	-0.56	-0.82
YOL129W	YOL129W	0.41	0.492	0.87
YBR220C	YBR220C	0.409	-0.83	0.559
YFL003C	MSH4	0.409	-0.19	0.982
YGR293C	YGR293C	0.409	0.99	-0.14
YJL057C	IKS1	0.409	1	0.012
YJR014W	YJR014W	0.409	0.921	0.391
YDL224C	YDL224C	0.408	-0.46	0.887
YDR270W	CCC2	0.408	0.997	-0.07
YGL160W	YGL160W	0.408	-0.98	0.208
YHL005C	YHL005C	0.408	0.963	0.269
YHL009C	YHL009C	0.408	-0.83	0.556
YKL100C	YKL100C	0.408	-0.71	0.705
YMR160W	YMR160W	0.408	-0.51	-0.85
YNL100W	YNL100W	0.408	-0.14	0.99
YOL020W	TAT2	0.408	-0.51	-0.85
YBR282W	MRPL27	0.407	-0.09	0.997
YDL040C	NAT1	0.407	0.955	-0.29
YEL069C	HXT13	0.407	0.931	-0.36
YLR250W	SSP120	0.407	0.764	0.648
YAL029C	MYO4	0.406	-0.12	0.992
YDR382W	RPL45	0.406	-0.56	0.825
YGR190C	YGR190C	0.406	-0.24	0.97
YHL019C	APM2	0.406	-0.64	0.768
YKL071W	YKL071W	0.406	-0.86	0.509
YKR080W	MTD1	0.406	0.618	0.788
YNL227C	YNL227C	0.406	-0.17	0.985
YPR105C	YPR105C	0.406	-0.98	-0.17
YBR259W	YBR259W	0.405	0.439	0.898
YGR063C	SPT4	0.405	0.817	0.577
YLR116W	MSL5	0.405	0.992	0.135
YLR446W	YLR446W	0.405	-0.81	0.58
YMR092C	AIP1	0.405	0.99	-0.14
YMR117C	YMR117C	0.405	-0.27	-0.96
YNL127W	YNL127W	0.405	0.807	-0.59
YOR276W	CAF20	0.405	0.155	0.99
YAL062W	GDH3	0.404	0.896	-0.44
YDR073W	SNF11	0.404	-0.39	0.918
YGL171W	ROK1	0.404	-0.56	0.824
YHR165C	PRP8	0.404	0.67	-0.74
YOR021C	YOR021C	0.404	-0.61	0.787
YOR198C	BFR1	0.404	0.457	-0.89
YBR278W	DPB3	0.402	0.718	-0.69
YDL041W	YDL041W	0.402	0.883	-0.47
YDL045C	FAD1	0.402	0.99	0.141
YDR458C	YDR458C	0.402	-0.79	0.606
YIL120W	YIL120W	0.402	1	0.017
YJL143W	TIM17	0.402	0.917	-0.39
YJR074W	YJR074W	0.402	0.606	-0.79
YNL024C	YNL024C	0.402	-0.97	-0.24
YNL185C	YNL185C	0.402	0.992	0.139
YOL156W	HXT11	0.402	0.853	-0.52
YPR099C	YPR099C	0.402	-0.77	0.639
YBL018C	YBL018C	0.401	-0.99	0.074
YBR061C	YBR061C	0.401	-0.32	0.947
YCLX12W	YCLX12W	0.401	-0.99	-0.09
YDL208W	NHP2	0.401	-0.42	0.907
YDR024W	YDR024W	0.401	0.017	1
YGR082W	TOM20	0.401	1	0.044
YHR027C	NAS1	0.401	0.785	0.62
YJR091C	JSN1	0.401	-0.67	0.74
YKL083W	YKL083W	0.401	0.177	0.985
YKR094C	UBI2	0.401	-0.94	-0.32
YML007W	YAP1	0.401	-0.12	0.992
YPL170W	YPL170W	0.401	0.783	-0.62
YBL040C	ERD2	0.4	-0.02	-1
YBR248C	HIS7	0.4	0.012	1
YEL010W	YEL010W	0.4	0.937	-0.35
YHL022C	SPO11	0.4	-1	-0.05
YJR147W	YJR147W	0.4	0.802	-0.6
YKL092C	BUD2	0.4	-0.05	-1
YKL140W	TGL1	0.4	-0.97	0.227
YKL152C	GPM1	0.4	-0.42	0.907
YKR105C	YKR105C	0.4	0.05	1
YOR266W	PNT1	0.4	0.387	0.922
YPL199C	YPL199C	0.4	0.962	0.272
YCL075W	YCL075W	0.399	1	-0.05
YFR051C	RET2	0.399	-0.85	-0.52
YGR247W	YGR247W	0.399	0.872	0.493
YHL021C	YHL021C	0.399	0.04	1
YJL150W	YJL150W	0.399	0.13	0.992
YLR414C	YLR414C	0.399	0.348	0.939
YIL059C	YIL059C	0.398	-0.57	0.816
YJL222W	YJL222W	0.398	-0.4	0.917
YKR071C	YKR071C	0.398	-0.35	0.937
YML070W	DAK1	0.398	0.834	-0.55
YPL105C	YPL105C	0.398	-0.72	0.685
YCR071C	YCR071C	0.397	0.967	0.259
YJL154C	VPS35	0.397	-0.83	0.556
YLR076C	YLR076C	0.397	-0.62	0.778
YDL020C	SON1	0.396	0.32	0.949
YDR045C	YDR045C	0.396	0.989	-0.15
YGL148W	ARO2	0.396	-0.73	-0.68
YLR090W	XDJ1	0.396	0.876	0.482
YNL255C	YNL255C	0.396	0.724	0.691
YNR014W	YNR014W	0.396	-0.98	-0.17
YPL154C	PEP4	0.396	0.176	-0.98
YDR430C	YDR430C	0.395	0.546	0.837
YGL132W	YGL132W	0.395	-0.43	0.903
YJR135C	MCM22	0.395	-0.93	0.356
YDL196W	YDL196W	0.394	-0.96	0.266
YLR204W	QRI5	0.394	0.091	0.997
YNL317W	YNL317W	0.394	0.961	-0.27
YDL082W	YDL082W	0.393	0.442	0.898
YDR120C	TRM1	0.393	0.391	0.921
YDR169C	STB3	0.393	0.926	-0.38
YGL120C	PRP43	0.393	-0.45	0.89
YKL085W	MDH1	0.393	-0.89	-0.45
YLR130C	ZRT2	0.393	0.712	0.704
YNL264C	YNL264C	0.393	-0.12	-0.99
YMR031W-A	YMR031W-A	0.3927	-0.52	0.849
YAR020C	YAR020C	0.392	0.877	-0.48
YBR097W	VPS15	0.392	-0.53	0.846
YDR099W	BMH2	0.392	-0.81	0.581
YDR513W	TTR1	0.392	0.954	-0.3
YGR193C	PDX1	0.392	-0.63	0.772
YHR118C	ORC6	0.392	-0.94	-0.33
YOR200W	YOR200W	0.392	-0.79	-0.61
YPL101W	YPL101W	0.392	-0.99	-0.1
YDL019C	YDL019C	0.391	1	-0.05
YDL088C	ASM4	0.391	-0.15	0.989
YGR028W	MSP1	0.391	0.974	-0.23
YLL017W	YLL017W	0.391	1	-0.02
YLR285W	YLR285W	0.391	0.997	-0.07
YOL003C	YOL003C	0.391	0.074	-0.99
YBR060C	RRR1	0.39	-1	-0.02
YBR190W	YBR190W	0.39	0.992	-0.12
YBR291C	CTP1	0.39	0.487	0.874
YER025W	GCD11	0.39	0.192	0.982
YJR124C	YJR124C	0.39	-1	0.012
YOR249C	APC5	0.39	-0.23	0.974
YOR301W	YOR301W	0.39	1	-0.02
YAL061W	YAL061W	0.389	0.997	-0.07
YDL043C	PRP11	0.389	0.293	0.956
YFL029C	CAK1	0.389	-0.71	0.696
YGL099W	YGL099W	0.389	0.143	0.989
YGR251W	YGR251W	0.389	0.979	-0.2
YHR026W	PPA1	0.389	-0.3	0.953
YJR075W	HOC1	0.389	-0.74	-0.66
YNL202W	SPS19	0.389	0.979	-0.2
YOR370C	MRS6	0.389	-0.38	0.922
YPR192W	YPR192W	0.389	0.352	0.938
YBL084C	CDC27	0.388	0.569	-0.82
YBR292C	YBR292C	0.388	0.693	-0.72
YDR134C	YDR134C	0.388	-0.97	0.206
YDR452W	YDR452W	0.388	0.365	0.932
YJL046W	YJL046W	0.388	-0.67	0.744
YOL125W	YOL125W	0.388	0.961	-0.28
YOR213C	SAS5	0.388	-0.95	-0.3
YPR125W	YPR125W	0.388	0.873	-0.48
YDL161W	YDL161W	0.387	0.521	0.855
YDL217C	TIM22	0.387	-0.18	0.984
YLR364W	YLR364W	0.387	-0.93	0.372
YPR021C	YPR021C	0.387	0.886	-0.46
YDL133W	YDL133W	0.386	0	1
YDR305C	HNT2	0.386	-0.8	-0.59
YFR014C	CMK1	0.386	0.189	0.984
YGL149W	YGL149W	0.386	1	0.069
YJR073C	OPI3	0.386	0.189	-0.98
YLR257W	YLR257W	0.386	0.178	-0.98
YLR283W	YLR283W	0.386	0.189	-0.98
YPR115W	YPR115W	0.386	-0.28	0.958
YDR013W	YDR013W	0.385	0.519	-0.85
YDR210W	YDR210W	0.385	-0.57	0.823
YIL092W	YIL092W	0.385	0.779	0.628
YNL280C	ERG24	0.385	-0.85	0.519
YMR135W-A	YMR135W-A	0.385	-0.51	0.857
YMR316C-B	YMR316C-B	0.3843	-0.18	0.982
YDR453C	YDR453C	0.384	0.885	-0.46
YFL001W	DEG1	0.384	-0.7	0.713
YGR106C	YGR106C	0.384	-0.46	0.885
YHR083W	YHR083W	0.384	-0.91	0.416
YIL149C	YIL149C	0.384	-0.72	0.687
YKL156W	RPS27A	0.384	-0.02	1
YPL277C	YPL277C	0.384	0.416	-0.91
YPR051W	MAK3	0.384	-0.8	0.593
YAL054C	ACS1	0.383	0.14	-0.99
YDL058W	USO1	0.383	-0.26	-0.96
YER141W	COX15	0.383	-0.99	0.125
YHR196W	YHR196W	0.383	0.227	0.976
YIL031W	SMT4	0.383	-0.73	0.684
YLR008C	YLR008C	0.383	0.467	0.885
YNL121C	TOM70	0.383	-0.31	0.95
YOR336W	KRE5	0.383	1	0
YPL257W	YPL257W	0.383	0.462	-0.88
YBR179C	FZO1	0.382	-0.34	0.942
YNL087W	YNL087W	0.382	-0.99	0.117
YOL025W	LAG2	0.382	-0.1	0.994
YOR090C	YOR090C	0.382	-0.91	0.403
YPL215W	CBP3	0.382	-0.94	0.34
YAL008W	FUN14	0.381	0.328	-0.94
YAL043C	PTA1	0.381	0.69	0.727
YCR062W	YCR062W	0.381	-0.99	0.073
YDR544C	YDR544C	0.381	0.196	0.981
YGR105W	VMA21	0.381	-0.2	0.979
YIL086C	YIL086C	0.381	0.989	0.152
YKL031W	YKL031W	0.381	-0.49	0.868
YOR107W	YOR107W	0.381	-0.97	0.238
YOR164C	YOR164C	0.381	-0.99	0.089
YOR387C	YOR387C	0.381	-0.94	0.33
YPL245W	YPL245W	0.381	-0.99	0.081
YBR030W	YBR030W	0.38	0.281	0.96
YDL052C	SLC1	0.38	-0.97	-0.23
YDR008C	YDR008C	0.38	-1	0
YDR177W	UBC1	0.38	0.168	0.986
YIL035C	CKA1	0.38	0.973	0.228
YJL066C	YJL066C	0.38	0.823	0.571
YJL075C	YJL075C	0.38	-0.73	0.676
YLR200W	YKE2	0.38	-0.21	0.978
YLR311C	YLR311C	0.38	0.818	-0.57
YOL098C	YOL098C	0.38	0.968	0.25
YOL118C	YOL118C	0.38	-0.1	0.994
YOR043W	WHI2	0.38	-0.97	0.231
YOR191W	YOR191W	0.38	-1	-0.05
YOR262W	YOR262W	0.38	-0.84	0.539
YPL146C	YPL146C	0.38	-0.73	0.676
YPL212C	PUS1	0.38	-0.92	0.392
YPR126C	YPR126C	0.38	0.965	-0.26
YLR068W	YLR068W	0.379	0.841	0.54
YOL013C	HRD1	0.379	-0.52	0.849
YPR041W	TIF5	0.379	0.237	0.973
YBR089C-A	NHP6B	0.378	0.224	0.976
YDR231C	YDR231C	0.378	-0.95	0.312
YDR363W	YDR363W	0.378	-0.26	0.965
YEL076W-C	YEL076W-C	0.378	-0.21	-0.97
YER136W	GDI1	0.378	0.775	-0.63
YGR281W	YOR1	0.378	-0.92	0.38
YIL170W	HXT12	0.378	1	0
YJL146W	IDS2	0.378	-0.6	0.793
YOR296W	YOR296W	0.378	0.822	0.568
YDL235C	YPD1	0.377	-0.98	0.198
YDR110W	FOB1	0.377	0.864	-0.5
YPL090C	YPL090C	0.377	0.732	0.684
YDR504C	YDR504C	0.3766	-0.6	-0.79
YAL064W-B	YAL064W-B	0.376	0.259	-0.96
YCR060W	YCR060W	0.376	-0.77	0.638
YDR162C	NBP2	0.376	0.348	0.938
YER056C	FCY2	0.376	0.989	0.156
YGL067W	YGL067W	0.376	0.989	0.159
YGR060W	ERG25	0.376	0.986	0.17
YHR181W	YHR181W	0.376	-0.82	0.569
YIL173W	YIL173W	0.376	-0.74	0.667
YJL213W	YJL213W	0.376	-0.29	-0.95
YOR141C	ARP8	0.376	-0.58	0.813
YPL115C	BEM3	0.376	0.529	-0.85
YPR092W	YPR092W	0.376	-0.95	0.289
YDR243C	PRP28	0.3752	-0.47	0.878
YBR253W	SRB6	0.375	0.325	0.946
YER019C-A	SBH2	0.375	-0.9	-0.42
YOL004W	SIN3	0.375	-0.74	0.666
YPL188W	POS5	0.375	0.602	-0.8
YPL281C	ERR2	0.375	0.917	-0.4
YAR062W	YAR062W	0.374	-0.72	-0.69
YBR240C	THI2	0.374	0.692	-0.72
YMR021C	MAC1	0.374	0.419	-0.9
YOL071W	YOL071W	0.374	1	-0.05
YBR131W	YBR131W	0.373	-0.91	0.412
YBR235W	YBR235W	0.373	0.042	1
YBR255W	YBR255W	0.373	0.361	0.932
YDR445C	YDR445C	0.373	-0.96	-0.26
YEL023C	YEL023C	0.373	-0.45	0.892
YER112W	USS1	0.373	0.828	-0.56
YGR166W	KRE11	0.373	-0.88	0.469
YGR264C	MES1	0.373	0.887	0.461
YMR314W	PRE5	0.373	0.632	-0.77
YOR149C	SMP3	0.373	-0.34	-0.93
YAL036C	FUN11	0.372	-0.32	0.948
YDL026W	YDL026W	0.372	0.12	-0.99
YHL016C	DUR3	0.372	-0.8	-0.59
YOR008C	SLG1	0.372	-0.1	-0.99
YDL246C	YDL246C	0.371	-0.24	-0.97
YDR175C	YDR175C	0.371	0.223	0.975
YFR024C	YFR024C	0.371	0.711	0.706
YKL012W	PRP40	0.371	-0.91	-0.4
YKL136W	YKL136W	0.371	-0.72	0.687
YKL167C	MRP49	0.371	0.822	0.571
YKR088C	YKR088C	0.371	-0.99	0.083
YML113W	DAT1	0.371	-0.97	0.25
YPL190C	NAB3	0.371	-0.97	-0.24
YPR143W	YPR143W	0.371	-0.97	-0.24
YAR002W	YAR002W	0.37	0	-1
YBR014C	YBR014C	0.37	-1	0.008
YCRX11W	YCRX11W	0.37	-1	0.07
YDR243C	PRP28	0.37	-0.45	0.889
YEL031W	SPF1	0.37	-0.94	-0.32
YJL165C	HAL5	0.37	0.008	-1
YJR087W	YJR087W	0.37	0.105	0.994
YKR092C	SRP40	0.37	-1	0.07
YLR400W	YLR400W	0.37	-0.7	0.713
YCL053C	YCL053C	0.369	0.647	0.764
YCR030C	YCR030C	0.369	-0.13	0.991
YDL110C	YDL110C	0.369	0.994	0.124
YGR257C	YGR257C	0.369	0.17	0.986
YIL036W	YIL036W	0.369	-0.08	0.997
YIR030C	DCG1	0.369	-0.78	0.62
YLR415C	YLR415C	0.369	0.021	1
YOL072W	YOL072W	0.369	-0.13	0.991
YDR414C	ERD1	0.368	-0.65	-0.76
